species,season,abundance,longitude,latitude
albacore,apr-jun,0,-154.5,-2.5
albacore,apr-jun,0,-153.5,-2.5
albacore,apr-jun,0,-152.5,-2.5
albacore,apr-jun,0,-151.5,-2.5
albacore,apr-jun,0,-150.5,-2.5
albacore,apr-jun,0,-149.5,-2.5
albacore,apr-jun,0,-147.5,-2.5
albacore,apr-jun,0,-146.5,-2.5
albacore,apr-jun,0,-145.5,-2.5
albacore,apr-jun,0,-140.5,-2.5
albacore,apr-jun,0,-138.5,-2.5
albacore,apr-jun,0,-137.5,-2.5
albacore,apr-jun,0,-133.5,-2.5
albacore,apr-jun,0,-130.5,-2.5
albacore,apr-jun,0,-124.5,-2.5
albacore,apr-jun,0,-123.5,-2.5
albacore,apr-jun,0,-121.5,-2.5
albacore,apr-jun,0,-119.5,-2.5
albacore,apr-jun,0,-93.5,-2.5
albacore,apr-jun,0,-35.5,-2.5
albacore,apr-jun,0,-27.5,-2.5
albacore,apr-jun,0,50.5,-2.5
albacore,apr-jun,0,52.5,-2.5
albacore,apr-jun,0,64.5,-2.5
albacore,apr-jun,0,73.5,-2.5
albacore,apr-jun,0,75.5,-2.5
albacore,apr-jun,0,77.5,-2.5
albacore,apr-jun,0,78.5,-2.5
albacore,apr-jun,0,93.5,-2.5
albacore,apr-jun,0,126.5,-2.5
albacore,apr-jun,0,149.5,-2.5
albacore,apr-jun,0,151.5,-2.5
albacore,apr-jun,0,152.5,-2.5
albacore,apr-jun,0,153.5,-2.5
albacore,apr-jun,0,154.5,-2.5
albacore,apr-jun,0,159.5,-2.5
albacore,apr-jun,0,160.5,-2.5
albacore,apr-jun,0,161.5,-2.5
albacore,apr-jun,0,162.5,-2.5
albacore,apr-jun,0,164.5,-2.5
albacore,apr-jun,0,165.5,-2.5
albacore,apr-jun,0,166.5,-2.5
albacore,apr-jun,0,167.5,-2.5
albacore,apr-jun,0,171.5,-2.5
albacore,apr-jun,0,172.5,-2.5
albacore,apr-jun,0,174.5,-2.5
albacore,apr-jun,0,175.5,-2.5
albacore,apr-jun,0,179.5,-2.5
albacore,apr-jun,0,-177.5,-1.5
albacore,apr-jun,0,-172.5,-1.5
albacore,apr-jun,0,-170.5,-1.5
albacore,apr-jun,0,-169.5,-1.5
albacore,apr-jun,0,-167.5,-1.5
albacore,apr-jun,0,-165.5,-1.5
albacore,apr-jun,0,-162.5,-1.5
albacore,apr-jun,0,-161.5,-1.5
albacore,apr-jun,0,-160.5,-1.5
albacore,apr-jun,0,-159.5,-1.5
albacore,apr-jun,0,-158.5,-1.5
albacore,apr-jun,0,-156.5,-1.5
albacore,apr-jun,0,-155.5,-1.5
albacore,apr-jun,0,-154.5,-1.5
albacore,apr-jun,0,-153.5,-1.5
albacore,apr-jun,0,-152.5,-1.5
albacore,apr-jun,0,-151.5,-1.5
albacore,apr-jun,0,-150.5,-1.5
albacore,apr-jun,0,-146.5,-1.5
albacore,apr-jun,0,-145.5,-1.5
albacore,apr-jun,0,-139.5,-1.5
albacore,apr-jun,0,-137.5,-1.5
albacore,apr-jun,0,-119.5,-1.5
albacore,apr-jun,0,-94.5,-1.5
albacore,apr-jun,0,-35.5,-1.5
albacore,apr-jun,0,78.5,-1.5
albacore,apr-jun,0,89.5,-1.5
albacore,apr-jun,0,90.5,-1.5
albacore,apr-jun,0,146.5,-1.5
albacore,apr-jun,0,148.5,-1.5
albacore,apr-jun,0,149.5,-1.5
albacore,apr-jun,0,150.5,-1.5
albacore,apr-jun,0,153.5,-1.5
albacore,apr-jun,0,154.5,-1.5
albacore,apr-jun,0,155.5,-1.5
albacore,apr-jun,0,156.5,-1.5
albacore,apr-jun,0,157.5,-1.5
albacore,apr-jun,0,159.5,-1.5
albacore,apr-jun,0,160.5,-1.5
albacore,apr-jun,0,161.5,-1.5
albacore,apr-jun,0,162.5,-1.5
albacore,apr-jun,0,164.5,-1.5
albacore,apr-jun,0,165.5,-1.5
albacore,apr-jun,0,166.5,-1.5
albacore,apr-jun,0,170.5,-1.5
albacore,apr-jun,0,179.5,-1.5
albacore,apr-jun,0,-176.5,-0.5
albacore,apr-jun,0,-173.5,-0.5
albacore,apr-jun,0,-172.5,-0.5
albacore,apr-jun,0,-171.5,-0.5
albacore,apr-jun,0,-168.5,-0.5
albacore,apr-jun,0,-166.5,-0.5
albacore,apr-jun,0,-161.5,-0.5
albacore,apr-jun,1,-160.5,-0.5
albacore,apr-jun,0,-159.5,-0.5
albacore,apr-jun,0,-157.5,-0.5
albacore,apr-jun,0,-156.5,-0.5
albacore,apr-jun,0,-155.5,-0.5
albacore,apr-jun,0,-154.5,-0.5
albacore,apr-jun,0,-153.5,-0.5
albacore,apr-jun,0,-152.5,-0.5
albacore,apr-jun,0,-151.5,-0.5
albacore,apr-jun,0,-150.5,-0.5
albacore,apr-jun,0,-148.5,-0.5
albacore,apr-jun,0,-146.5,-0.5
albacore,apr-jun,0,-144.5,-0.5
albacore,apr-jun,0,-142.5,-0.5
albacore,apr-jun,0,-138.5,-0.5
albacore,apr-jun,0,-127.5,-0.5
albacore,apr-jun,0,-118.5,-0.5
albacore,apr-jun,0,-95.5,-0.5
albacore,apr-jun,0,-35.5,-0.5
albacore,apr-jun,0,81.5,-0.5
albacore,apr-jun,0,89.5,-0.5
albacore,apr-jun,0,127.5,-0.5
albacore,apr-jun,0,145.5,-0.5
albacore,apr-jun,0,146.5,-0.5
albacore,apr-jun,0,150.5,-0.5
albacore,apr-jun,0,151.5,-0.5
albacore,apr-jun,0,152.5,-0.5
albacore,apr-jun,0,153.5,-0.5
albacore,apr-jun,0,154.5,-0.5
albacore,apr-jun,0,155.5,-0.5
albacore,apr-jun,0,156.5,-0.5
albacore,apr-jun,0,157.5,-0.5
albacore,apr-jun,0,158.5,-0.5
albacore,apr-jun,0,162.5,-0.5
albacore,apr-jun,0,164.5,-0.5
albacore,apr-jun,0,165.5,-0.5
albacore,apr-jun,0,166.5,-0.5
albacore,apr-jun,0,170.5,-0.5
albacore,apr-jun,0,-177.5,0.5
albacore,apr-jun,0,-176.5,0.5
albacore,apr-jun,0,-175.5,0.5
albacore,apr-jun,0,-170.5,0.5
albacore,apr-jun,0,-169.5,0.5
albacore,apr-jun,0,-168.5,0.5
albacore,apr-jun,0,-167.5,0.5
albacore,apr-jun,0,-166.5,0.5
albacore,apr-jun,0,-165.5,0.5
albacore,apr-jun,0,-163.5,0.5
albacore,apr-jun,0,-162.5,0.5
albacore,apr-jun,0,-161.5,0.5
albacore,apr-jun,0,-160.5,0.5
albacore,apr-jun,0,-159.5,0.5
albacore,apr-jun,0,-158.5,0.5
albacore,apr-jun,0,-157.5,0.5
albacore,apr-jun,0,-156.5,0.5
albacore,apr-jun,0,-155.5,0.5
albacore,apr-jun,0,-154.5,0.5
albacore,apr-jun,0,-153.5,0.5
albacore,apr-jun,0,-152.5,0.5
albacore,apr-jun,0,-151.5,0.5
albacore,apr-jun,0,-150.5,0.5
albacore,apr-jun,0,-149.5,0.5
albacore,apr-jun,0,-148.5,0.5
albacore,apr-jun,0,-147.5,0.5
albacore,apr-jun,0,-146.5,0.5
albacore,apr-jun,0,-145.5,0.5
albacore,apr-jun,0,-143.5,0.5
albacore,apr-jun,0,-142.5,0.5
albacore,apr-jun,0,-136.5,0.5
albacore,apr-jun,0,-121.5,0.5
albacore,apr-jun,0,-98.5,0.5
albacore,apr-jun,0,81.5,0.5
albacore,apr-jun,0,135.5,0.5
albacore,apr-jun,0,137.5,0.5
albacore,apr-jun,0,146.5,0.5
albacore,apr-jun,0,150.5,0.5
albacore,apr-jun,0,151.5,0.5
albacore,apr-jun,0,155.5,0.5
albacore,apr-jun,0,156.5,0.5
albacore,apr-jun,0,157.5,0.5
albacore,apr-jun,0,158.5,0.5
albacore,apr-jun,0,159.5,0.5
albacore,apr-jun,0,160.5,0.5
albacore,apr-jun,0,161.5,0.5
albacore,apr-jun,0,162.5,0.5
albacore,apr-jun,0,163.5,0.5
albacore,apr-jun,0,164.5,0.5
albacore,apr-jun,0,166.5,0.5
albacore,apr-jun,0,167.5,0.5
albacore,apr-jun,0,168.5,0.5
albacore,apr-jun,0,172.5,0.5
albacore,apr-jun,0,-179.5,1.5
albacore,apr-jun,0,-178.5,1.5
albacore,apr-jun,0,-177.5,1.5
albacore,apr-jun,0,-176.5,1.5
albacore,apr-jun,0,-174.5,1.5
albacore,apr-jun,0,-173.5,1.5
albacore,apr-jun,0,-172.5,1.5
albacore,apr-jun,0,-171.5,1.5
albacore,apr-jun,0,-170.5,1.5
albacore,apr-jun,0,-169.5,1.5
albacore,apr-jun,0,-168.5,1.5
albacore,apr-jun,0,-167.5,1.5
albacore,apr-jun,0,-166.5,1.5
albacore,apr-jun,0,-165.5,1.5
albacore,apr-jun,0,-164.5,1.5
albacore,apr-jun,0,-163.5,1.5
albacore,apr-jun,0,-162.5,1.5
albacore,apr-jun,0,-161.5,1.5
albacore,apr-jun,0,-160.5,1.5
albacore,apr-jun,0,-159.5,1.5
albacore,apr-jun,0,-158.5,1.5
albacore,apr-jun,0,-157.5,1.5
albacore,apr-jun,0,-156.5,1.5
albacore,apr-jun,0,-155.5,1.5
albacore,apr-jun,0,-154.5,1.5
albacore,apr-jun,0,-153.5,1.5
albacore,apr-jun,0,-152.5,1.5
albacore,apr-jun,0,-151.5,1.5
albacore,apr-jun,0,-148.5,1.5
albacore,apr-jun,0,-147.5,1.5
albacore,apr-jun,0,-146.5,1.5
albacore,apr-jun,0,-145.5,1.5
albacore,apr-jun,0,-144.5,1.5
albacore,apr-jun,0,-140.5,1.5
albacore,apr-jun,0,-138.5,1.5
albacore,apr-jun,0,-137.5,1.5
albacore,apr-jun,0,-130.5,1.5
albacore,apr-jun,0,-118.5,1.5
albacore,apr-jun,0,-117.5,1.5
albacore,apr-jun,0,-35.5,1.5
albacore,apr-jun,0,51.5,1.5
albacore,apr-jun,0,84.5,1.5
albacore,apr-jun,0,85.5,1.5
albacore,apr-jun,0,88.5,1.5
albacore,apr-jun,0,91.5,1.5
albacore,apr-jun,0,134.5,1.5
albacore,apr-jun,0,135.5,1.5
albacore,apr-jun,0,137.5,1.5
albacore,apr-jun,0,146.5,1.5
albacore,apr-jun,0,149.5,1.5
albacore,apr-jun,0,150.5,1.5
albacore,apr-jun,0,151.5,1.5
albacore,apr-jun,0,152.5,1.5
albacore,apr-jun,0,155.5,1.5
albacore,apr-jun,0,157.5,1.5
albacore,apr-jun,0,159.5,1.5
albacore,apr-jun,0,160.5,1.5
albacore,apr-jun,0,161.5,1.5
albacore,apr-jun,0,162.5,1.5
albacore,apr-jun,0,163.5,1.5
albacore,apr-jun,0,165.5,1.5
albacore,apr-jun,0,166.5,1.5
albacore,apr-jun,0,167.5,1.5
albacore,apr-jun,0,168.5,1.5
albacore,apr-jun,0,171.5,1.5
albacore,apr-jun,0,175.5,1.5
albacore,apr-jun,0,176.5,1.5
albacore,apr-jun,0,177.5,1.5
albacore,apr-jun,0,179.5,1.5
albacore,apr-jun,0,-179.5,2.5
albacore,apr-jun,0,-178.5,2.5
albacore,apr-jun,0,-177.5,2.5
albacore,apr-jun,0,-176.5,2.5
albacore,apr-jun,0,-175.5,2.5
albacore,apr-jun,0,-174.5,2.5
albacore,apr-jun,0,-173.5,2.5
albacore,apr-jun,0,-172.5,2.5
albacore,apr-jun,0,-171.5,2.5
albacore,apr-jun,0,-170.5,2.5
albacore,apr-jun,0,-169.5,2.5
albacore,apr-jun,0,-168.5,2.5
albacore,apr-jun,0,-167.5,2.5
albacore,apr-jun,0,-166.5,2.5
albacore,apr-jun,0,-165.5,2.5
albacore,apr-jun,1,-164.5,2.5
albacore,apr-jun,0,-163.5,2.5
albacore,apr-jun,0,-162.5,2.5
albacore,apr-jun,0,-161.5,2.5
albacore,apr-jun,0,-160.5,2.5
albacore,apr-jun,0,-159.5,2.5
albacore,apr-jun,0,-158.5,2.5
albacore,apr-jun,0,-157.5,2.5
albacore,apr-jun,0,-156.5,2.5
albacore,apr-jun,0,-155.5,2.5
albacore,apr-jun,0,-154.5,2.5
albacore,apr-jun,0,-153.5,2.5
albacore,apr-jun,0,-152.5,2.5
albacore,apr-jun,0,-151.5,2.5
albacore,apr-jun,0,-150.5,2.5
albacore,apr-jun,0,-149.5,2.5
albacore,apr-jun,0,-148.5,2.5
albacore,apr-jun,0,-147.5,2.5
albacore,apr-jun,0,-146.5,2.5
albacore,apr-jun,0,-144.5,2.5
albacore,apr-jun,0,-143.5,2.5
albacore,apr-jun,0,-142.5,2.5
albacore,apr-jun,0,-141.5,2.5
albacore,apr-jun,0,-140.5,2.5
albacore,apr-jun,0,-137.5,2.5
albacore,apr-jun,0,-133.5,2.5
albacore,apr-jun,0,-127.5,2.5
albacore,apr-jun,0,-119.5,2.5
albacore,apr-jun,0,-118.5,2.5
albacore,apr-jun,0,-116.5,2.5
albacore,apr-jun,0,-24.5,2.5
albacore,apr-jun,0,52.5,2.5
albacore,apr-jun,0,54.5,2.5
albacore,apr-jun,0,55.5,2.5
albacore,apr-jun,0,58.5,2.5
albacore,apr-jun,0,63.5,2.5
albacore,apr-jun,0,67.5,2.5
albacore,apr-jun,0,69.5,2.5
albacore,apr-jun,0,80.5,2.5
albacore,apr-jun,0,81.5,2.5
albacore,apr-jun,0,83.5,2.5
albacore,apr-jun,0,88.5,2.5
albacore,apr-jun,0,91.5,2.5
albacore,apr-jun,0,105.5,2.5
albacore,apr-jun,0,121.5,2.5
albacore,apr-jun,0,127.5,2.5
albacore,apr-jun,0,133.5,2.5
albacore,apr-jun,0,134.5,2.5
albacore,apr-jun,0,135.5,2.5
albacore,apr-jun,0,136.5,2.5
albacore,apr-jun,0,137.5,2.5
albacore,apr-jun,0,138.5,2.5
albacore,apr-jun,0,145.5,2.5
albacore,apr-jun,0,147.5,2.5
albacore,apr-jun,0,150.5,2.5
albacore,apr-jun,0,151.5,2.5
albacore,apr-jun,0,152.5,2.5
albacore,apr-jun,0,153.5,2.5
albacore,apr-jun,0,154.5,2.5
albacore,apr-jun,0,155.5,2.5
albacore,apr-jun,0,156.5,2.5
albacore,apr-jun,0,157.5,2.5
albacore,apr-jun,0,158.5,2.5
albacore,apr-jun,0,159.5,2.5
albacore,apr-jun,0,160.5,2.5
albacore,apr-jun,0,161.5,2.5
albacore,apr-jun,0,162.5,2.5
albacore,apr-jun,0,163.5,2.5
albacore,apr-jun,0,165.5,2.5
albacore,apr-jun,0,166.5,2.5
albacore,apr-jun,0,167.5,2.5
albacore,apr-jun,0,168.5,2.5
albacore,apr-jun,0,169.5,2.5
albacore,apr-jun,0,170.5,2.5
albacore,apr-jun,0,171.5,2.5
albacore,apr-jun,0,172.5,2.5
albacore,apr-jun,0,173.5,2.5
albacore,apr-jun,0,175.5,2.5
albacore,apr-jun,0,179.5,2.5
albacore,apr-jun,0,-179.5,3.5
albacore,apr-jun,0,-178.5,3.5
albacore,apr-jun,0,-177.5,3.5
albacore,apr-jun,0,-176.5,3.5
albacore,apr-jun,0,-175.5,3.5
albacore,apr-jun,0,-174.5,3.5
albacore,apr-jun,0,-173.5,3.5
albacore,apr-jun,0,-172.5,3.5
albacore,apr-jun,0,-171.5,3.5
albacore,apr-jun,0,-170.5,3.5
albacore,apr-jun,0,-169.5,3.5
albacore,apr-jun,0,-168.5,3.5
albacore,apr-jun,0,-167.5,3.5
albacore,apr-jun,0,-166.5,3.5
albacore,apr-jun,0,-165.5,3.5
albacore,apr-jun,0,-164.5,3.5
albacore,apr-jun,0,-163.5,3.5
albacore,apr-jun,0,-162.5,3.5
albacore,apr-jun,0,-161.5,3.5
albacore,apr-jun,0,-160.5,3.5
albacore,apr-jun,0,-159.5,3.5
albacore,apr-jun,0,-158.5,3.5
albacore,apr-jun,0,-157.5,3.5
albacore,apr-jun,0,-156.5,3.5
albacore,apr-jun,0,-155.5,3.5
albacore,apr-jun,0,-154.5,3.5
albacore,apr-jun,0,-153.5,3.5
albacore,apr-jun,0,-152.5,3.5
albacore,apr-jun,0,-151.5,3.5
albacore,apr-jun,0,-150.5,3.5
albacore,apr-jun,0,-149.5,3.5
albacore,apr-jun,0,-148.5,3.5
albacore,apr-jun,0,-147.5,3.5
albacore,apr-jun,0,-146.5,3.5
albacore,apr-jun,0,-145.5,3.5
albacore,apr-jun,0,-144.5,3.5
albacore,apr-jun,0,-143.5,3.5
albacore,apr-jun,0,-142.5,3.5
albacore,apr-jun,0,-141.5,3.5
albacore,apr-jun,0,-140.5,3.5
albacore,apr-jun,0,-139.5,3.5
albacore,apr-jun,0,-138.5,3.5
albacore,apr-jun,0,-137.5,3.5
albacore,apr-jun,0,-136.5,3.5
albacore,apr-jun,0,-133.5,3.5
albacore,apr-jun,0,-132.5,3.5
albacore,apr-jun,0,-126.5,3.5
albacore,apr-jun,0,-122.5,3.5
albacore,apr-jun,0,-119.5,3.5
albacore,apr-jun,0,-117.5,3.5
albacore,apr-jun,0,-116.5,3.5
albacore,apr-jun,0,-115.5,3.5
albacore,apr-jun,0,-114.5,3.5
albacore,apr-jun,0,-109.5,3.5
albacore,apr-jun,0,-108.5,3.5
albacore,apr-jun,0,-106.5,3.5
albacore,apr-jun,0,-103.5,3.5
albacore,apr-jun,0,-102.5,3.5
albacore,apr-jun,0,-99.5,3.5
albacore,apr-jun,0,-35.5,3.5
albacore,apr-jun,0,50.5,3.5
albacore,apr-jun,0,51.5,3.5
albacore,apr-jun,0,52.5,3.5
albacore,apr-jun,0,53.5,3.5
albacore,apr-jun,0,57.5,3.5
albacore,apr-jun,0,59.5,3.5
albacore,apr-jun,0,61.5,3.5
albacore,apr-jun,0,62.5,3.5
albacore,apr-jun,0,63.5,3.5
albacore,apr-jun,0,68.5,3.5
albacore,apr-jun,0,79.5,3.5
albacore,apr-jun,0,87.5,3.5
albacore,apr-jun,0,108.5,3.5
albacore,apr-jun,0,122.5,3.5
albacore,apr-jun,0,123.5,3.5
albacore,apr-jun,0,133.5,3.5
albacore,apr-jun,0,134.5,3.5
albacore,apr-jun,0,135.5,3.5
albacore,apr-jun,0,138.5,3.5
albacore,apr-jun,0,139.5,3.5
albacore,apr-jun,0,140.5,3.5
albacore,apr-jun,0,144.5,3.5
albacore,apr-jun,0,145.5,3.5
albacore,apr-jun,0,146.5,3.5
albacore,apr-jun,0,147.5,3.5
albacore,apr-jun,0,148.5,3.5
albacore,apr-jun,0,149.5,3.5
albacore,apr-jun,0,150.5,3.5
albacore,apr-jun,0,151.5,3.5
albacore,apr-jun,0,152.5,3.5
albacore,apr-jun,0,153.5,3.5
albacore,apr-jun,0,154.5,3.5
albacore,apr-jun,0,155.5,3.5
albacore,apr-jun,0,156.5,3.5
albacore,apr-jun,0,157.5,3.5
albacore,apr-jun,0,158.5,3.5
albacore,apr-jun,0,159.5,3.5
albacore,apr-jun,0,160.5,3.5
albacore,apr-jun,0,161.5,3.5
albacore,apr-jun,0,162.5,3.5
albacore,apr-jun,0,163.5,3.5
albacore,apr-jun,0,164.5,3.5
albacore,apr-jun,0,165.5,3.5
albacore,apr-jun,0,166.5,3.5
albacore,apr-jun,0,167.5,3.5
albacore,apr-jun,0,169.5,3.5
albacore,apr-jun,0,171.5,3.5
albacore,apr-jun,0,172.5,3.5
albacore,apr-jun,0,173.5,3.5
albacore,apr-jun,0,178.5,3.5
albacore,apr-jun,0,179.5,3.5
albacore,apr-jun,0,-179.5,4.5
albacore,apr-jun,0,-178.5,4.5
albacore,apr-jun,0,-177.5,4.5
albacore,apr-jun,0,-176.5,4.5
albacore,apr-jun,0,-175.5,4.5
albacore,apr-jun,0,-174.5,4.5
albacore,apr-jun,0,-173.5,4.5
albacore,apr-jun,0,-172.5,4.5
albacore,apr-jun,0,-171.5,4.5
albacore,apr-jun,0,-170.5,4.5
albacore,apr-jun,0,-169.5,4.5
albacore,apr-jun,0,-168.5,4.5
albacore,apr-jun,0,-167.5,4.5
albacore,apr-jun,0,-166.5,4.5
albacore,apr-jun,0,-165.5,4.5
albacore,apr-jun,0,-164.5,4.5
albacore,apr-jun,0,-163.5,4.5
albacore,apr-jun,0,-162.5,4.5
albacore,apr-jun,0,-161.5,4.5
albacore,apr-jun,0,-160.5,4.5
albacore,apr-jun,0,-159.5,4.5
albacore,apr-jun,0,-158.5,4.5
albacore,apr-jun,0,-157.5,4.5
albacore,apr-jun,0,-156.5,4.5
albacore,apr-jun,0,-155.5,4.5
albacore,apr-jun,0,-154.5,4.5
albacore,apr-jun,0,-153.5,4.5
albacore,apr-jun,0,-152.5,4.5
albacore,apr-jun,0,-151.5,4.5
albacore,apr-jun,0,-150.5,4.5
albacore,apr-jun,0,-149.5,4.5
albacore,apr-jun,0,-148.5,4.5
albacore,apr-jun,0,-147.5,4.5
albacore,apr-jun,0,-146.5,4.5
albacore,apr-jun,0,-145.5,4.5
albacore,apr-jun,0,-144.5,4.5
albacore,apr-jun,0,-142.5,4.5
albacore,apr-jun,0,-141.5,4.5
albacore,apr-jun,0,-140.5,4.5
albacore,apr-jun,0,-139.5,4.5
albacore,apr-jun,0,-137.5,4.5
albacore,apr-jun,0,-132.5,4.5
albacore,apr-jun,0,-131.5,4.5
albacore,apr-jun,0,-125.5,4.5
albacore,apr-jun,0,-121.5,4.5
albacore,apr-jun,0,-119.5,4.5
albacore,apr-jun,0,-118.5,4.5
albacore,apr-jun,0,-116.5,4.5
albacore,apr-jun,0,-115.5,4.5
albacore,apr-jun,0,-114.5,4.5
albacore,apr-jun,0,-110.5,4.5
albacore,apr-jun,0,-108.5,4.5
albacore,apr-jun,0,-107.5,4.5
albacore,apr-jun,0,-105.5,4.5
albacore,apr-jun,0,-104.5,4.5
albacore,apr-jun,0,-103.5,4.5
albacore,apr-jun,0,-102.5,4.5
albacore,apr-jun,0,-101.5,4.5
albacore,apr-jun,0,-100.5,4.5
albacore,apr-jun,0,-99.5,4.5
albacore,apr-jun,0,-34.5,4.5
albacore,apr-jun,0,-16.5,4.5
albacore,apr-jun,0,51.5,4.5
albacore,apr-jun,0,52.5,4.5
albacore,apr-jun,0,58.5,4.5
albacore,apr-jun,0,92.5,4.5
albacore,apr-jun,0,99.5,4.5
albacore,apr-jun,0,106.5,4.5
albacore,apr-jun,0,124.5,4.5
albacore,apr-jun,0,125.5,4.5
albacore,apr-jun,0,127.5,4.5
albacore,apr-jun,0,132.5,4.5
albacore,apr-jun,0,133.5,4.5
albacore,apr-jun,0,134.5,4.5
albacore,apr-jun,0,135.5,4.5
albacore,apr-jun,0,139.5,4.5
albacore,apr-jun,0,140.5,4.5
albacore,apr-jun,0,146.5,4.5
albacore,apr-jun,0,147.5,4.5
albacore,apr-jun,0,148.5,4.5
albacore,apr-jun,0,149.5,4.5
albacore,apr-jun,0,150.5,4.5
albacore,apr-jun,0,151.5,4.5
albacore,apr-jun,0,152.5,4.5
albacore,apr-jun,1,153.5,4.5
albacore,apr-jun,0,154.5,4.5
albacore,apr-jun,0,155.5,4.5
albacore,apr-jun,0,156.5,4.5
albacore,apr-jun,0,157.5,4.5
albacore,apr-jun,0,158.5,4.5
albacore,apr-jun,0,159.5,4.5
albacore,apr-jun,0,160.5,4.5
albacore,apr-jun,0,161.5,4.5
albacore,apr-jun,0,162.5,4.5
albacore,apr-jun,0,163.5,4.5
albacore,apr-jun,0,164.5,4.5
albacore,apr-jun,0,165.5,4.5
albacore,apr-jun,0,167.5,4.5
albacore,apr-jun,0,171.5,4.5
albacore,apr-jun,0,172.5,4.5
albacore,apr-jun,0,177.5,4.5
albacore,apr-jun,0,178.5,4.5
albacore,apr-jun,0,179.5,4.5
albacore,apr-jun,0,-179.5,5.5
albacore,apr-jun,0,-178.5,5.5
albacore,apr-jun,0,-177.5,5.5
albacore,apr-jun,0,-176.5,5.5
albacore,apr-jun,0,-175.5,5.5
albacore,apr-jun,0,-174.5,5.5
albacore,apr-jun,0,-173.5,5.5
albacore,apr-jun,0,-172.5,5.5
albacore,apr-jun,0,-171.5,5.5
albacore,apr-jun,0,-170.5,5.5
albacore,apr-jun,0,-169.5,5.5
albacore,apr-jun,0,-168.5,5.5
albacore,apr-jun,0,-167.5,5.5
albacore,apr-jun,0,-166.5,5.5
albacore,apr-jun,0,-165.5,5.5
albacore,apr-jun,0,-164.5,5.5
albacore,apr-jun,0,-163.5,5.5
albacore,apr-jun,0,-162.5,5.5
albacore,apr-jun,0,-161.5,5.5
albacore,apr-jun,0,-160.5,5.5
albacore,apr-jun,0,-159.5,5.5
albacore,apr-jun,0,-158.5,5.5
albacore,apr-jun,0,-157.5,5.5
albacore,apr-jun,0,-156.5,5.5
albacore,apr-jun,0,-155.5,5.5
albacore,apr-jun,0,-154.5,5.5
albacore,apr-jun,0,-153.5,5.5
albacore,apr-jun,0,-152.5,5.5
albacore,apr-jun,0,-151.5,5.5
albacore,apr-jun,0,-150.5,5.5
albacore,apr-jun,0,-149.5,5.5
albacore,apr-jun,0,-148.5,5.5
albacore,apr-jun,0,-147.5,5.5
albacore,apr-jun,0,-146.5,5.5
albacore,apr-jun,0,-145.5,5.5
albacore,apr-jun,0,-144.5,5.5
albacore,apr-jun,0,-143.5,5.5
albacore,apr-jun,0,-142.5,5.5
albacore,apr-jun,0,-141.5,5.5
albacore,apr-jun,0,-140.5,5.5
albacore,apr-jun,0,-136.5,5.5
albacore,apr-jun,0,-133.5,5.5
albacore,apr-jun,0,-132.5,5.5
albacore,apr-jun,0,-131.5,5.5
albacore,apr-jun,0,-130.5,5.5
albacore,apr-jun,0,-128.5,5.5
albacore,apr-jun,0,-124.5,5.5
albacore,apr-jun,0,-123.5,5.5
albacore,apr-jun,0,-120.5,5.5
albacore,apr-jun,0,-119.5,5.5
albacore,apr-jun,0,-118.5,5.5
albacore,apr-jun,0,-117.5,5.5
albacore,apr-jun,0,-116.5,5.5
albacore,apr-jun,0,-115.5,5.5
albacore,apr-jun,0,-109.5,5.5
albacore,apr-jun,0,-104.5,5.5
albacore,apr-jun,0,-103.5,5.5
albacore,apr-jun,0,-101.5,5.5
albacore,apr-jun,0,-50.5,5.5
albacore,apr-jun,0,-49.5,5.5
albacore,apr-jun,0,-15.5,5.5
albacore,apr-jun,0,59.5,5.5
albacore,apr-jun,0,82.5,5.5
albacore,apr-jun,0,83.5,5.5
albacore,apr-jun,0,107.5,5.5
albacore,apr-jun,0,125.5,5.5
albacore,apr-jun,0,126.5,5.5
albacore,apr-jun,0,128.5,5.5
albacore,apr-jun,0,131.5,5.5
albacore,apr-jun,0,133.5,5.5
albacore,apr-jun,0,134.5,5.5
albacore,apr-jun,0,135.5,5.5
albacore,apr-jun,0,139.5,5.5
albacore,apr-jun,0,140.5,5.5
albacore,apr-jun,0,145.5,5.5
albacore,apr-jun,0,146.5,5.5
albacore,apr-jun,0,147.5,5.5
albacore,apr-jun,0,148.5,5.5
albacore,apr-jun,0,150.5,5.5
albacore,apr-jun,0,151.5,5.5
albacore,apr-jun,0,152.5,5.5
albacore,apr-jun,0,153.5,5.5
albacore,apr-jun,0,154.5,5.5
albacore,apr-jun,0,155.5,5.5
albacore,apr-jun,0,156.5,5.5
albacore,apr-jun,0,157.5,5.5
albacore,apr-jun,0,158.5,5.5
albacore,apr-jun,1,159.5,5.5
albacore,apr-jun,0,160.5,5.5
albacore,apr-jun,0,161.5,5.5
albacore,apr-jun,0,163.5,5.5
albacore,apr-jun,0,164.5,5.5
albacore,apr-jun,0,165.5,5.5
albacore,apr-jun,0,166.5,5.5
albacore,apr-jun,0,167.5,5.5
albacore,apr-jun,0,170.5,5.5
albacore,apr-jun,0,173.5,5.5
albacore,apr-jun,0,174.5,5.5
albacore,apr-jun,0,176.5,5.5
albacore,apr-jun,0,-179.5,6.5
albacore,apr-jun,0,-178.5,6.5
albacore,apr-jun,0,-177.5,6.5
albacore,apr-jun,0,-176.5,6.5
albacore,apr-jun,0,-175.5,6.5
