category,season,effort,longitude,latitude,FAO_Major_Fishing_Areas,FAO_CWP_Code
volume,apr-jun,0,-152.5,-17.5,77,5318151
volume,apr-jun,0,117.5,-17.5,57,5218118
volume,apr-jun,0,118.5,-17.5,57,5218117
volume,apr-jun,0,-156.5,-16.5,77,5317155
volume,apr-jun,0,-154.5,-16.5,77,5317153
volume,apr-jun,1,-152.5,-16.5,77,5317151
volume,apr-jun,0,104.5,-16.5,57,5216103
volume,apr-jun,0,115.5,-16.5,57,5215116
volume,apr-jun,1,116.5,-16.5,57,5217116
volume,apr-jun,1,117.5,-16.5,57,5217118
volume,apr-jun,1,118.5,-16.5,57,5217118
volume,apr-jun,0,-155.5,-15.5,77,5314156
volume,apr-jun,0,-153.5,-15.5,77,5316153
volume,apr-jun,0,114.5,-15.5,57,5216115
volume,apr-jun,0,116.5,-15.5,57,5216117
volume,apr-jun,1,117.5,-15.5,57,5216118
volume,apr-jun,0,118.5,-15.5,57,5215117
volume,apr-jun,0,120.5,-15.5,57,5216121
volume,apr-jun,0,-178.5,-14.5,71,5315178
volume,apr-jun,0,86.5,-14.5,57,5215085
volume,apr-jun,0,87.5,-14.5,57,5215087
volume,apr-jun,0,110.5,-14.5,57,5214110
volume,apr-jun,0,112.5,-14.5,57,5213111
volume,apr-jun,0,113.5,-14.5,57,5215112
volume,apr-jun,1,114.5,-14.5,57,5215114
volume,apr-jun,0,115.5,-14.5,57,5215115
volume,apr-jun,1,116.5,-14.5,57,5215116
volume,apr-jun,0,117.5,-14.5,57,5215116
volume,apr-jun,0,118.5,-14.5,57,5215119
volume,apr-jun,0,119.5,-14.5,57,5215119
volume,apr-jun,0,120.5,-14.5,57,5215121
volume,apr-jun,0,121.5,-14.5,57,5215122
volume,apr-jun,0,160.5,-14.5,71,5215159
volume,apr-jun,0,108.5,-13.5,57,5214107
volume,apr-jun,0,109.5,-13.5,57,5214110
volume,apr-jun,0,110.5,-13.5,57,5214110
volume,apr-jun,0,111.5,-13.5,57,5214110
volume,apr-jun,0,112.5,-13.5,57,5213111
volume,apr-jun,1,113.5,-13.5,57,5214112
volume,apr-jun,2,114.5,-13.5,57,5214113
volume,apr-jun,2,115.5,-13.5,57,5214114
volume,apr-jun,2,116.5,-13.5,57,5214115
volume,apr-jun,1,117.5,-13.5,57,5214118
volume,apr-jun,0,118.5,-13.5,57,5213119
volume,apr-jun,1,119.5,-13.5,57,5214120
volume,apr-jun,1,120.5,-13.5,57,5214119
volume,apr-jun,0,121.5,-13.5,57,5214122
volume,apr-jun,0,149.5,-13.5,71,5214150
volume,apr-jun,0,150.5,-13.5,71,5214150
volume,apr-jun,4,153.5,-13.5,71,5214154
volume,apr-jun,0,154.5,-13.5,71,5214154
volume,apr-jun,0,163.5,-13.5,71,5214162
volume,apr-jun,0,-165.5,-12.5,77,5313165
volume,apr-jun,0,-155.5,-12.5,77,5312156
volume,apr-jun,1,-135.5,-12.5,77,5313135
volume,apr-jun,0,-134.5,-12.5,77,5311133
volume,apr-jun,1,-98.5,-12.5,87,5313098
volume,apr-jun,0,-97.5,-12.5,87,5313098
volume,apr-jun,0,63.5,-12.5,51,5213064
volume,apr-jun,0,92.5,-12.5,57,5213092
volume,apr-jun,0,100.5,-12.5,57,5211099
volume,apr-jun,0,104.5,-12.5,57,5213103
volume,apr-jun,1,105.5,-12.5,57,5212104
volume,apr-jun,0,107.5,-12.5,57,5213108
volume,apr-jun,1,108.5,-12.5,57,5213109
volume,apr-jun,1,109.5,-12.5,57,5213109
volume,apr-jun,1,110.5,-12.5,57,5213109
volume,apr-jun,1,111.5,-12.5,57,5213112
volume,apr-jun,2,112.5,-12.5,57,5213113
volume,apr-jun,2,113.5,-12.5,57,5213113
volume,apr-jun,2,114.5,-12.5,57,5213115
volume,apr-jun,3,115.5,-12.5,57,5213115
volume,apr-jun,3,116.5,-12.5,57,5213115
volume,apr-jun,1,117.5,-12.5,57,5213117
volume,apr-jun,1,118.5,-12.5,57,5213119
volume,apr-jun,1,119.5,-12.5,57,5213119
volume,apr-jun,2,120.5,-12.5,57,5213119
volume,apr-jun,1,121.5,-12.5,57,5213121
volume,apr-jun,0,153.5,-12.5,71,5213152
volume,apr-jun,0,154.5,-12.5,71,5213153
volume,apr-jun,0,156.5,-12.5,71,5213155
volume,apr-jun,0,157.5,-12.5,71,5213156
volume,apr-jun,0,163.5,-12.5,71,5213162
volume,apr-jun,0,164.5,-12.5,71,5213163
volume,apr-jun,0,-173.5,-11.5,77,5312173
volume,apr-jun,0,-165.5,-11.5,77,5312164
volume,apr-jun,0,-158.5,-11.5,77,5312158
volume,apr-jun,0,-157.5,-11.5,77,5312158
volume,apr-jun,0,-155.5,-11.5,77,5312156
volume,apr-jun,0,-151.5,-11.5,77,5312150
volume,apr-jun,0,-149.5,-11.5,77,5312150
volume,apr-jun,1,-135.5,-11.5,77,5312134
volume,apr-jun,1,-134.5,-11.5,77,5312134
volume,apr-jun,0,-133.5,-11.5,77,5312134
volume,apr-jun,0,-125.5,-11.5,77,5312125
volume,apr-jun,0,-124.5,-11.5,77,5312125
volume,apr-jun,0,-123.5,-11.5,77,5311123
volume,apr-jun,0,-122.5,-11.5,77,5312121
volume,apr-jun,0,-120.5,-11.5,87,5312121
volume,apr-jun,0,-99.5,-11.5,87,5311100
volume,apr-jun,0,-98.5,-11.5,87,5310098
volume,apr-jun,0,59.5,-11.5,51,5212058
volume,apr-jun,0,60.5,-11.5,51,5212061
volume,apr-jun,0,64.5,-11.5,51,5212065
volume,apr-jun,0,87.5,-11.5,57,5212086
volume,apr-jun,0,91.5,-11.5,57,5212090
volume,apr-jun,0,93.5,-11.5,57,5212094
volume,apr-jun,0,95.5,-11.5,57,5212095
volume,apr-jun,0,96.5,-11.5,57,5212097
volume,apr-jun,0,98.5,-11.5,57,5211099
volume,apr-jun,0,99.5,-11.5,57,5211099
volume,apr-jun,0,100.5,-11.5,57,5211099
volume,apr-jun,0,104.5,-11.5,57,5211105
volume,apr-jun,0,106.5,-11.5,57,5212105
volume,apr-jun,0,107.5,-11.5,57,5212106
volume,apr-jun,0,108.5,-11.5,57,5212108
volume,apr-jun,1,109.5,-11.5,57,5212108
volume,apr-jun,1,110.5,-11.5,57,5212111
volume,apr-jun,0,111.5,-11.5,57,5212112
volume,apr-jun,1,112.5,-11.5,57,5212113
volume,apr-jun,1,113.5,-11.5,57,5212114
volume,apr-jun,0,114.5,-11.5,57,5212115
volume,apr-jun,1,115.5,-11.5,57,5212116
volume,apr-jun,1,116.5,-11.5,57,5212116
volume,apr-jun,1,117.5,-11.5,57,5212117
volume,apr-jun,1,118.5,-11.5,57,5212117
volume,apr-jun,1,119.5,-11.5,57,5212118
volume,apr-jun,1,120.5,-11.5,57,5210119
volume,apr-jun,1,121.5,-11.5,57,5212122
volume,apr-jun,0,122.5,-11.5,57,5211122
volume,apr-jun,0,168.5,-11.5,71,5212169
volume,apr-jun,0,170.5,-11.5,71,5212170
volume,apr-jun,0,171.5,-11.5,71,5212170
volume,apr-jun,0,172.5,-11.5,71,5212172
volume,apr-jun,0,-169.5,-10.5,77,5311168
volume,apr-jun,0,-161.5,-10.5,77,5311160
volume,apr-jun,0,-160.5,-10.5,77,5311159
volume,apr-jun,0,-159.5,-10.5,77,5311158
volume,apr-jun,0,-156.5,-10.5,77,5311155
volume,apr-jun,0,-155.5,-10.5,77,5311155
volume,apr-jun,0,-154.5,-10.5,77,5311155
volume,apr-jun,0,-153.5,-10.5,77,5311154
volume,apr-jun,1,-152.5,-10.5,77,5309152
volume,apr-jun,1,-151.5,-10.5,77,5311150
volume,apr-jun,1,-150.5,-10.5,77,5311149
volume,apr-jun,1,-149.5,-10.5,77,5309150
volume,apr-jun,1,-148.5,-10.5,77,5309149
volume,apr-jun,0,-147.5,-10.5,77,5311147
volume,apr-jun,0,-146.5,-10.5,77,5311147
volume,apr-jun,1,-145.5,-10.5,77,5309144
volume,apr-jun,0,-144.5,-10.5,77,5309144
volume,apr-jun,0,-142.5,-10.5,77,5310142
volume,apr-jun,0,-141.5,-10.5,77,5309141
volume,apr-jun,0,-140.5,-10.5,77,5311140
volume,apr-jun,0,-139.5,-10.5,77,5311140
volume,apr-jun,0,-135.5,-10.5,77,5311135
volume,apr-jun,0,-134.5,-10.5,77,5311135
volume,apr-jun,0,-133.5,-10.5,77,5311134
volume,apr-jun,0,-130.5,-10.5,77,5311131
volume,apr-jun,0,-127.5,-10.5,77,5311126
volume,apr-jun,0,-126.5,-10.5,77,5311125
volume,apr-jun,0,-121.5,-10.5,77,5311122
volume,apr-jun,0,-119.5,-10.5,87,5311119
volume,apr-jun,0,-99.5,-10.5,87,5311100
volume,apr-jun,0,59.5,-10.5,51,5211059
volume,apr-jun,0,64.5,-10.5,51,5211064
volume,apr-jun,0,65.5,-10.5,51,5211064
volume,apr-jun,0,68.5,-10.5,51,5211069
volume,apr-jun,0,78.5,-10.5,51,5211079
volume,apr-jun,0,89.5,-10.5,57,5211089
volume,apr-jun,1,90.5,-10.5,57,5211089
volume,apr-jun,0,91.5,-10.5,57,5211091
volume,apr-jun,0,93.5,-10.5,57,5211094
volume,apr-jun,1,94.5,-10.5,57,5211094
volume,apr-jun,0,95.5,-10.5,57,5211096
volume,apr-jun,0,98.5,-10.5,57,5211098
volume,apr-jun,0,99.5,-10.5,57,5211100
volume,apr-jun,0,100.5,-10.5,57,5211101
volume,apr-jun,1,101.5,-10.5,57,5211102
volume,apr-jun,1,102.5,-10.5,57,5211102
volume,apr-jun,1,103.5,-10.5,57,5211104
volume,apr-jun,0,104.5,-10.5,57,5210104
volume,apr-jun,0,105.5,-10.5,57,5210104
volume,apr-jun,0,106.5,-10.5,57,5211107
volume,apr-jun,0,107.5,-10.5,57,5211107
volume,apr-jun,1,108.5,-10.5,57,5211107
volume,apr-jun,1,109.5,-10.5,57,5210108
volume,apr-jun,0,110.5,-10.5,57,5211110
volume,apr-jun,1,111.5,-10.5,57,5209112
volume,apr-jun,1,112.5,-10.5,57,5209112
volume,apr-jun,1,113.5,-10.5,57,5211113
volume,apr-jun,3,114.5,-10.5,57,5211113
volume,apr-jun,2,115.5,-10.5,57,5211116
volume,apr-jun,1,116.5,-10.5,57,5211117
volume,apr-jun,1,117.5,-10.5,57,5211118
volume,apr-jun,1,118.5,-10.5,57,5211119
volume,apr-jun,1,119.5,-10.5,57,5211120
volume,apr-jun,0,120.5,-10.5,57,5211121
volume,apr-jun,0,122.5,-10.5,57,5211122
volume,apr-jun,0,123.5,-10.5,57,5211122
volume,apr-jun,0,124.5,-10.5,57,5211125
volume,apr-jun,0,125.5,-10.5,57,5211125
volume,apr-jun,0,147.5,-10.5,71,5211146
volume,apr-jun,0,148.5,-10.5,71,5211148
volume,apr-jun,0,151.5,-10.5,71,5211150
volume,apr-jun,1,152.5,-10.5,71,5209151
volume,apr-jun,0,153.5,-10.5,71,5211153
volume,apr-jun,0,154.5,-10.5,71,5211155
volume,apr-jun,0,155.5,-10.5,71,5211155
volume,apr-jun,0,159.5,-10.5,71,5211158
volume,apr-jun,0,169.5,-10.5,71,5211169
volume,apr-jun,0,171.5,-10.5,71,5211172
volume,apr-jun,0,172.5,-10.5,71,5211172
volume,apr-jun,0,173.5,-10.5,71,5211172
volume,apr-jun,0,178.5,-10.5,71,5211177
volume,apr-jun,0,-171.5,-9.5,77,5310170
volume,apr-jun,0,-149.5,-9.5,77,5309150
volume,apr-jun,0,-147.5,-9.5,77,5310148
volume,apr-jun,0,-144.5,-9.5,77,5309144
volume,apr-jun,0,-141.5,-9.5,77,5309141
volume,apr-jun,0,-140.5,-9.5,77,5310140
volume,apr-jun,0,-139.5,-9.5,77,5310138
volume,apr-jun,0,-135.5,-9.5,77,5310135
volume,apr-jun,0,-133.5,-9.5,77,5310134
volume,apr-jun,0,-132.5,-9.5,77,5310132
volume,apr-jun,0,-131.5,-9.5,77,5310132
volume,apr-jun,0,-130.5,-9.5,77,5310131
volume,apr-jun,0,-119.5,-9.5,87,5310120
volume,apr-jun,0,-117.5,-9.5,87,5310118
volume,apr-jun,0,-116.5,-9.5,87,5310116
volume,apr-jun,0,-115.5,-9.5,87,5310116
volume,apr-jun,0,-105.5,-9.5,87,5309105
volume,apr-jun,0,-104.5,-9.5,87,5309105
volume,apr-jun,0,-103.5,-9.5,87,5310103
volume,apr-jun,0,8.5,-9.5,47,5210008
volume,apr-jun,0,72.5,-9.5,51,5210072
volume,apr-jun,0,89.5,-9.5,57,5210090
volume,apr-jun,1,90.5,-9.5,57,5210090
volume,apr-jun,0,91.5,-9.5,57,5210092
volume,apr-jun,1,92.5,-9.5,57,5210092
volume,apr-jun,0,93.5,-9.5,57,5209094
volume,apr-jun,0,96.5,-9.5,57,5210096
volume,apr-jun,0,97.5,-9.5,57,5210096
volume,apr-jun,0,98.5,-9.5,57,5210097
volume,apr-jun,0,99.5,-9.5,57,5210099
volume,apr-jun,0,100.5,-9.5,57,5210101
volume,apr-jun,4,101.5,-9.5,57,5210101
volume,apr-jun,1,102.5,-9.5,57,5210101
volume,apr-jun,1,103.5,-9.5,57,5210104
volume,apr-jun,0,104.5,-9.5,57,5209105
volume,apr-jun,1,105.5,-9.5,57,5209105
volume,apr-jun,0,106.5,-9.5,57,5210105
volume,apr-jun,1,107.5,-9.5,57,5210106
volume,apr-jun,0,108.5,-9.5,57,5210108
volume,apr-jun,0,110.5,-9.5,57,5210109
volume,apr-jun,1,111.5,-9.5,57,5209112
volume,apr-jun,1,112.5,-9.5,57,5209112
volume,apr-jun,4,113.5,-9.5,57,5210114
volume,apr-jun,4,114.5,-9.5,57,5210114
volume,apr-jun,3,115.5,-9.5,57,5210116
volume,apr-jun,3,116.5,-9.5,57,5210116
volume,apr-jun,3,117.5,-9.5,57,5210116
volume,apr-jun,1,118.5,-9.5,57,5210117
volume,apr-jun,0,120.5,-9.5,57,5210121
volume,apr-jun,1,125.5,-9.5,57,5210124
volume,apr-jun,0,126.5,-9.5,57,5210125
volume,apr-jun,0,127.5,-9.5,57,5210128
volume,apr-jun,0,128.5,-9.5,71,5210128
volume,apr-jun,0,151.5,-9.5,71,5210151
volume,apr-jun,0,153.5,-9.5,71,5210154
volume,apr-jun,1,154.5,-9.5,71,5210154
volume,apr-jun,4,155.5,-9.5,71,5210154
volume,apr-jun,0,156.5,-9.5,71,5210155
volume,apr-jun,1,157.5,-9.5,71,5210157
volume,apr-jun,1,158.5,-9.5,71,5210157
volume,apr-jun,0,159.5,-9.5,71,5210158
volume,apr-jun,0,162.5,-9.5,71,5210163
volume,apr-jun,0,168.5,-9.5,71,5210169
volume,apr-jun,0,169.5,-9.5,71,5210169
volume,apr-jun,0,-161.5,-8.5,77,5309160
volume,apr-jun,0,-149.5,-8.5,77,5309150
volume,apr-jun,0,-147.5,-8.5,77,5309147
volume,apr-jun,0,-136.5,-8.5,77,5309136
volume,apr-jun,0,-134.5,-8.5,77,5309134
volume,apr-jun,1,-133.5,-8.5,77,5309134
volume,apr-jun,0,-132.5,-8.5,77,5309133
volume,apr-jun,0,-131.5,-8.5,77,5309130
volume,apr-jun,0,-130.5,-8.5,77,5309129
volume,apr-jun,0,-119.5,-8.5,87,5308120
volume,apr-jun,0,-105.5,-8.5,87,5307106
volume,apr-jun,0,8.5,-8.5,47,5209007
volume,apr-jun,0,57.5,-8.5,51,5209058
volume,apr-jun,0,59.5,-8.5,51,5209058
volume,apr-jun,0,68.5,-8.5,51,5209067
volume,apr-jun,0,69.5,-8.5,51,5209069
volume,apr-jun,0,70.5,-8.5,51,5208070
volume,apr-jun,0,71.5,-8.5,51,5208070
volume,apr-jun,0,74.5,-8.5,51,5208074
volume,apr-jun,0,75.5,-8.5,51,5209076
volume,apr-jun,0,91.5,-8.5,57,5209090
volume,apr-jun,0,92.5,-8.5,57,5209092
volume,apr-jun,0,93.5,-8.5,57,5208092
volume,apr-jun,0,96.5,-8.5,57,5209095
volume,apr-jun,0,97.5,-8.5,57,5209098
volume,apr-jun,0,98.5,-8.5,57,5207099
volume,apr-jun,0,99.5,-8.5,57,5207099
volume,apr-jun,1,100.5,-8.5,57,5209101
volume,apr-jun,2,101.5,-8.5,57,5209101
volume,apr-jun,1,102.5,-8.5,57,5209103
volume,apr-jun,1,103.5,-8.5,57,5209103
volume,apr-jun,0,104.5,-8.5,57,5208104
volume,apr-jun,0,105.5,-8.5,57,5208104
volume,apr-jun,1,106.5,-8.5,57,5209107
volume,apr-jun,1,107.5,-8.5,57,5209107
volume,apr-jun,0,108.5,-8.5,57,5209108
volume,apr-jun,1,109.5,-8.5,57,5209108
volume,apr-jun,0,111.5,-8.5,57,5208110
volume,apr-jun,1,112.5,-8.5,57,5207111
volume,apr-jun,4,113.5,-8.5,57,5209112
volume,apr-jun,1,114.5,-8.5,71,5209115
volume,apr-jun,0,123.5,-8.5,71,5209122
volume,apr-jun,0,126.5,-8.5,71,5209125
volume,apr-jun,0,127.5,-8.5,71,5209126
volume,apr-jun,1,151.5,-8.5,71,5209152
volume,apr-jun,0,153.5,-8.5,71,5209152
volume,apr-jun,0,154.5,-8.5,71,5209154
volume,apr-jun,1,155.5,-8.5,71,5209155
volume,apr-jun,0,156.5,-8.5,71,5209155
volume,apr-jun,0,162.5,-8.5,71,5209162
volume,apr-jun,0,166.5,-8.5,71,5209166
volume,apr-jun,0,167.5,-8.5,71,5209166
volume,apr-jun,0,174.5,-8.5,71,5209175
volume,apr-jun,0,-157.5,-7.5,77,5308158
volume,apr-jun,0,-153.5,-7.5,77,5306152
volume,apr-jun,0,-146.5,-7.5,77,5308145
volume,apr-jun,0,-145.5,-7.5,77,5308145
volume,apr-jun,0,-144.5,-7.5,77,5308144
volume,apr-jun,0,-143.5,-7.5,77,5308144
volume,apr-jun,0,-142.5,-7.5,77,5308142
volume,apr-jun,0,-140.5,-7.5,77,5308139
volume,apr-jun,0,-124.5,-7.5,77,5308125
volume,apr-jun,0,-120.5,-7.5,87,5306119
volume,apr-jun,0,-115.5,-7.5,87,5307114
volume,apr-jun,0,-114.5,-7.5,87,5308115
volume,apr-jun,0,-104.5,-7.5,87,5308104
volume,apr-jun,0,8.5,-7.5,47,5208008
volume,apr-jun,0,9.5,-7.5,47,5208008
volume,apr-jun,0,64.5,-7.5,51,5208065
volume,apr-jun,0,68.5,-7.5,51,5208068
volume,apr-jun,0,69.5,-7.5,51,5208070
volume,apr-jun,0,70.5,-7.5,51,5208070
volume,apr-jun,0,74.5,-7.5,51,5207075
volume,apr-jun,0,75.5,-7.5,51,5208075
volume,apr-jun,0,91.5,-7.5,57,5208091
volume,apr-jun,0,92.5,-7.5,57,5208091
volume,apr-jun,0,95.5,-7.5,57,5208096
volume,apr-jun,0,97.5,-7.5,57,5206098
volume,apr-jun,1,99.5,-7.5,57,5207099
volume,apr-jun,1,100.5,-7.5,57,5208101
volume,apr-jun,0,101.5,-7.5,57,5208102
volume,apr-jun,0,102.5,-7.5,57,5208103
volume,apr-jun,1,103.5,-7.5,57,5208103
volume,apr-jun,0,104.5,-7.5,57,5206105
volume,apr-jun,1,105.5,-7.5,57,5206105
volume,apr-jun,1,106.5,-7.5,57,5208107
volume,apr-jun,0,107.5,-7.5,57,5208108
volume,apr-jun,1,151.5,-7.5,71,5208152
volume,apr-jun,0,152.5,-7.5,71,5207152
volume,apr-jun,0,153.5,-7.5,71,5207152
volume,apr-jun,0,154.5,-7.5,71,5208155
volume,apr-jun,0,155.5,-7.5,71,5208155
volume,apr-jun,0,158.5,-7.5,71,5207159
volume,apr-jun,0,163.5,-7.5,71,5208164
volume,apr-jun,0,166.5,-7.5,71,5208165
volume,apr-jun,0,168.5,-7.5,71,5208167
volume,apr-jun,0,174.5,-7.5,71,5208175
volume,apr-jun,0,-168.5,-6.5,77,5307168
volume,apr-jun,0,-163.5,-6.5,77,5306163
volume,apr-jun,0,-159.5,-6.5,77,5307158
volume,apr-jun,0,-146.5,-6.5,77,5307147
volume,apr-jun,0,-141.5,-6.5,77,5307142
volume,apr-jun,0,-140.5,-6.5,77,5307139
volume,apr-jun,0,-137.5,-6.5,77,5307138
volume,apr-jun,0,-136.5,-6.5,77,5307137
volume,apr-jun,0,-133.5,-6.5,77,5307134
volume,apr-jun,1,-132.5,-6.5,77,5307131
volume,apr-jun,0,-131.5,-6.5,77,5307130
volume,apr-jun,4,-130.5,-6.5,77,5307129
volume,apr-jun,0,-129.5,-6.5,77,5307129
volume,apr-jun,0,-125.5,-6.5,77,5307125
volume,apr-jun,0,-120.5,-6.5,87,5307121
volume,apr-jun,0,-119.5,-6.5,87,5307120
volume,apr-jun,0,-118.5,-6.5,87,5307119
volume,apr-jun,0,50.5,-6.5,51,5207050
volume,apr-jun,0,62.5,-6.5,51,5207063
volume,apr-jun,0,66.5,-6.5,51,5207067
volume,apr-jun,0,67.5,-6.5,51,5207067
volume,apr-jun,0,68.5,-6.5,51,5207069
volume,apr-jun,0,69.5,-6.5,51,5207069
volume,apr-jun,0,80.5,-6.5,51,5207079
volume,apr-jun,0,94.5,-6.5,57,5206095
volume,apr-jun,4,97.5,-6.5,57,5206098
volume,apr-jun,0,98.5,-6.5,57,5207099
volume,apr-jun,0,99.5,-6.5,57,5207098
volume,apr-jun,0,100.5,-6.5,57,5207101
volume,apr-jun,0,101.5,-6.5,57,5207101
volume,apr-jun,0,102.5,-6.5,57,5207101
volume,apr-jun,0,103.5,-6.5,57,5207102
volume,apr-jun,1,104.5,-6.5,57,5207104
volume,apr-jun,1,105.5,-6.5,57,5206105
volume,apr-jun,0,108.5,-6.5,71,5207109
volume,apr-jun,0,113.5,-6.5,71,5207114
volume,apr-jun,0,149.5,-6.5,71,5207149
volume,apr-jun,0,151.5,-6.5,71,5207151
volume,apr-jun,0,152.5,-6.5,71,5207152
volume,apr-jun,1,153.5,-6.5,71,5207152
volume,apr-jun,0,154.5,-6.5,71,5207153
volume,apr-jun,1,159.5,-6.5,71,5207159
volume,apr-jun,0,161.5,-6.5,71,5207161
volume,apr-jun,0,168.5,-6.5,71,5207168
volume,apr-jun,0,169.5,-6.5,71,5207168
volume,apr-jun,0,170.5,-6.5,71,5207169
volume,apr-jun,4,171.5,-6.5,71,5207170
volume,apr-jun,0,172.5,-6.5,71,5207172
volume,apr-jun,0,174.5,-6.5,71,5207175
volume,apr-jun,0,175.5,-6.5,71,5207176
volume,apr-jun,0,-177.5,-5.5,71,5306176
volume,apr-jun,0,-170.5,-5.5,77,5306170
volume,apr-jun,0,-169.5,-5.5,77,5306170
volume,apr-jun,0,-167.5,-5.5,77,5306166
volume,apr-jun,0,-160.5,-5.5,77,5306159
volume,apr-jun,0,-159.5,-5.5,77,5306158
volume,apr-jun,0,-158.5,-5.5,77,5306158
volume,apr-jun,0,-156.5,-5.5,77,5305155
volume,apr-jun,0,-153.5,-5.5,77,5306152
volume,apr-jun,0,-150.5,-5.5,77,5306150
volume,apr-jun,0,-142.5,-5.5,77,5306141
volume,apr-jun,4,-141.5,-5.5,77,5306142
volume,apr-jun,0,-140.5,-5.5,77,5306139
volume,apr-jun,4,-138.5,-5.5,77,5306137
volume,apr-jun,0,-137.5,-5.5,77,5306136
volume,apr-jun,1,-136.5,-5.5,77,5306135
volume,apr-jun,0,-133.5,-5.5,77,5306134
volume,apr-jun,0,-132.5,-5.5,77,5306132
volume,apr-jun,0,-131.5,-5.5,77,5304130
volume,apr-jun,0,-120.5,-5.5,87,5306119
volume,apr-jun,0,-119.5,-5.5,87,5306119
volume,apr-jun,0,-118.5,-5.5,87,5306119
volume,apr-jun,0,-104.5,-5.5,87,5306105
volume,apr-jun,0,-85.5,-5.5,87,5306086
volume,apr-jun,0,-84.5,-5.5,87,5306083
volume,apr-jun,0,-2.5,-5.5,47,5306001
volume,apr-jun,0,50.5,-5.5,51,5206050
volume,apr-jun,1,65.5,-5.5,51,5204065
volume,apr-jun,0,66.5,-5.5,51,5204065
volume,apr-jun,0,67.5,-5.5,51,5204066
volume,apr-jun,0,68.5,-5.5,51,5206069
volume,apr-jun,0,69.5,-5.5,51,5206069
volume,apr-jun,0,70.5,-5.5,51,5206069
volume,apr-jun,0,96.5,-5.5,57,5206095
volume,apr-jun,0,97.5,-5.5,57,5204098
volume,apr-jun,0,98.5,-5.5,57,5204098
volume,apr-jun,0,99.5,-5.5,57,5204098
volume,apr-jun,0,100.5,-5.5,57,5204100
volume,apr-jun,0,101.5,-5.5,57,5204100
volume,apr-jun,1,102.5,-5.5,57,5205101
volume,apr-jun,2,103.5,-5.5,57,5206102
