species,season,abundance,longitude,latitude,FAO_Major_Fishing_Areas,FAO_CWP_Code
swordfish,jul-sept,0,152.5,-39.5,81,5240153
swordfish,jul-sept,0,151.5,-38.5,81,5238151
swordfish,jul-sept,0,152.5,-38.5,81,5239151
swordfish,jul-sept,0,153.5,-38.5,81,5239153
swordfish,jul-sept,0,154.5,-38.5,81,5239155
swordfish,jul-sept,0,-167.5,-37.5,81,5338168
swordfish,jul-sept,0,150.5,-37.5,57,5238150
swordfish,jul-sept,0,151.5,-37.5,81,5238150
swordfish,jul-sept,0,152.5,-37.5,81,5238153
swordfish,jul-sept,0,153.5,-37.5,81,5238154
swordfish,jul-sept,0,154.5,-37.5,81,5238153
swordfish,jul-sept,0,178.5,-37.5,81,5238177
swordfish,jul-sept,0,179.5,-37.5,81,5238178
swordfish,jul-sept,0,-168.5,-36.5,81,5337168
swordfish,jul-sept,0,95.5,-36.5,57,5237094
swordfish,jul-sept,0,96.5,-36.5,57,5237095
swordfish,jul-sept,0,150.5,-36.5,81,5237151
swordfish,jul-sept,0,151.5,-36.5,81,5237150
swordfish,jul-sept,0,152.5,-36.5,81,5237153
swordfish,jul-sept,0,153.5,-36.5,81,5237154
swordfish,jul-sept,0,154.5,-36.5,81,5235155
swordfish,jul-sept,0,155.5,-36.5,81,5236156
swordfish,jul-sept,0,176.5,-36.5,81,5237175
swordfish,jul-sept,0,177.5,-36.5,81,5237176
swordfish,jul-sept,0,179.5,-36.5,81,5337179
swordfish,jul-sept,0,-179.5,-35.5,81,5336179
swordfish,jul-sept,0,153.5,-35.5,81,5236154
swordfish,jul-sept,0,175.5,-35.5,81,5236175
swordfish,jul-sept,0,176.5,-35.5,81,5236177
swordfish,jul-sept,0,177.5,-35.5,81,5235177
swordfish,jul-sept,0,178.5,-35.5,81,5236178
swordfish,jul-sept,0,179.5,-35.5,81,5336179
swordfish,jul-sept,0,-179.5,-34.5,81,5235179
swordfish,jul-sept,0,166.5,-34.5,81,5235165
swordfish,jul-sept,0,176.5,-34.5,81,5235176
swordfish,jul-sept,0,177.5,-34.5,81,5235178
swordfish,jul-sept,0,-162.5,-33.5,81,5334163
swordfish,jul-sept,0,-172.5,-32.5,81,5333172
swordfish,jul-sept,0,-171.5,-32.5,81,5333172
swordfish,jul-sept,0,14.5,-32.5,47,5233015
swordfish,jul-sept,0,153.5,-32.5,81,5232152
swordfish,jul-sept,0,156.5,-32.5,81,5231157
swordfish,jul-sept,0,157.5,-32.5,81,5231157
swordfish,jul-sept,0,-171.5,-31.5,81,5332171
swordfish,jul-sept,0,157.5,-31.5,81,5231157
swordfish,jul-sept,0,161.5,-31.5,81,5232161
swordfish,jul-sept,0,153.5,-30.5,81,5231152
swordfish,jul-sept,0,158.5,-30.5,81,5231157
swordfish,jul-sept,0,160.5,-30.5,81,5231161
swordfish,jul-sept,0,161.5,-30.5,81,5231161
swordfish,jul-sept,0,-169.5,-29.5,81,5330170
swordfish,jul-sept,0,-168.5,-29.5,81,5330167
swordfish,jul-sept,0,154.5,-29.5,81,5230155
swordfish,jul-sept,0,156.5,-29.5,81,5230157
swordfish,jul-sept,0,160.5,-29.5,81,5230159
swordfish,jul-sept,0,161.5,-29.5,81,5230162
swordfish,jul-sept,0,163.5,-29.5,81,5229164
swordfish,jul-sept,0,168.5,-29.5,81,5230168
swordfish,jul-sept,0,-174.5,-28.5,81,5328175
swordfish,jul-sept,0,-170.5,-28.5,81,5329169
swordfish,jul-sept,0,-169.5,-28.5,81,5329168
swordfish,jul-sept,0,-152.5,-28.5,81,5329153
swordfish,jul-sept,0,-151.5,-28.5,81,5329151
swordfish,jul-sept,0,154.5,-28.5,81,5227153
swordfish,jul-sept,0,158.5,-28.5,81,5228157
swordfish,jul-sept,0,159.5,-28.5,81,5228158
swordfish,jul-sept,0,160.5,-28.5,81,5229160
swordfish,jul-sept,0,161.5,-28.5,81,5229160
swordfish,jul-sept,0,162.5,-28.5,81,5227163
swordfish,jul-sept,0,163.5,-28.5,81,5229164
swordfish,jul-sept,0,164.5,-28.5,81,5229164
swordfish,jul-sept,0,165.5,-28.5,81,5229164
swordfish,jul-sept,0,166.5,-28.5,81,5229166
swordfish,jul-sept,0,168.5,-28.5,81,5229169
swordfish,jul-sept,0,-178.5,-27.5,81,5327177
swordfish,jul-sept,0,-176.5,-27.5,81,5328176
swordfish,jul-sept,0,-175.5,-27.5,81,5328176
swordfish,jul-sept,0,-174.5,-27.5,81,5328175
swordfish,jul-sept,0,-154.5,-27.5,81,5328154
swordfish,jul-sept,0,-150.5,-27.5,81,5328149
swordfish,jul-sept,0,153.5,-27.5,71,5228154
swordfish,jul-sept,0,154.5,-27.5,81,5228154
swordfish,jul-sept,0,155.5,-27.5,81,5228156
swordfish,jul-sept,0,157.5,-27.5,81,5228157
swordfish,jul-sept,0,158.5,-27.5,81,5227159
swordfish,jul-sept,0,159.5,-27.5,81,5227159
swordfish,jul-sept,0,160.5,-27.5,81,5228160
swordfish,jul-sept,0,161.5,-27.5,81,5228162
swordfish,jul-sept,0,162.5,-27.5,81,5227163
swordfish,jul-sept,0,163.5,-27.5,81,5227163
swordfish,jul-sept,0,165.5,-27.5,81,5228164
swordfish,jul-sept,0,166.5,-27.5,81,5226167
swordfish,jul-sept,0,167.5,-27.5,81,5227168
swordfish,jul-sept,0,168.5,-27.5,81,5228167
swordfish,jul-sept,0,169.5,-27.5,81,5228170
swordfish,jul-sept,0,176.5,-27.5,81,5228177
swordfish,jul-sept,0,-179.5,-26.5,81,5327179
swordfish,jul-sept,0,-178.5,-26.5,81,5327179
swordfish,jul-sept,0,-176.5,-26.5,81,5327177
swordfish,jul-sept,0,-175.5,-26.5,81,5327174
