species,season,abundance,longitude,latitude,FAO_Major_Fishing_Areas,FAO_CWP_Code
striped-marlin,apr-jun,0,148.5,-44.5,57,5245147
striped-marlin,apr-jun,0,150.5,-43.5,57,5242150
striped-marlin,apr-jun,0,148.5,-42.5,57,5243147
striped-marlin,apr-jun,0,149.5,-42.5,57,5242150
striped-marlin,apr-jun,0,47.5,-41.5,51,5241048
striped-marlin,apr-jun,0,48.5,-41.5,51,5241048
striped-marlin,apr-jun,0,53.5,-41.5,51,5242052
striped-marlin,apr-jun,0,148.5,-41.5,57,5242147
striped-marlin,apr-jun,0,150.5,-41.5,57,5242150
striped-marlin,apr-jun,0,152.5,-39.5,81,5240153
striped-marlin,apr-jun,0,-178.5,-38.5,81,5339178
striped-marlin,apr-jun,0,149.5,-38.5,57,5239148
striped-marlin,apr-jun,0,150.5,-38.5,57,5239149
striped-marlin,apr-jun,0,-178.5,-37.5,81,5338178
striped-marlin,apr-jun,0,150.5,-37.5,57,5238150
striped-marlin,apr-jun,0,151.5,-37.5,81,5238150
striped-marlin,apr-jun,0,152.5,-37.5,81,5238153
striped-marlin,apr-jun,0,179.5,-37.5,81,5238178
striped-marlin,apr-jun,0,150.5,-36.5,81,5237151
striped-marlin,apr-jun,0,151.5,-36.5,81,5237150
striped-marlin,apr-jun,0,40.5,-35.5,51,5235039
striped-marlin,apr-jun,0,151.5,-35.5,81,5236150
striped-marlin,apr-jun,0,43.5,-34.5,51,5233043
striped-marlin,apr-jun,0,44.5,-34.5,51,5235045
striped-marlin,apr-jun,0,155.5,-34.5,81,5233156
striped-marlin,apr-jun,0,44.5,-33.5,51,5232045
striped-marlin,apr-jun,0,156.5,-33.5,81,5234156
striped-marlin,apr-jun,0,158.5,-33.5,81,5234159
striped-marlin,apr-jun,0,155.5,-32.5,81,5233154
striped-marlin,apr-jun,0,170.5,-32.5,81,5233171
striped-marlin,apr-jun,0,157.5,-31.5,81,5231157
striped-marlin,apr-jun,0,169.5,-31.5,81,5230170
striped-marlin,apr-jun,0,170.5,-31.5,81,5231170
striped-marlin,apr-jun,0,11.5,-30.5,47,5230010
striped-marlin,apr-jun,0,40.5,-30.5,51,5231041
striped-marlin,apr-jun,0,153.5,-30.5,81,5231152
striped-marlin,apr-jun,0,169.5,-30.5,81,5230170
striped-marlin,apr-jun,0,170.5,-30.5,81,5230171
striped-marlin,apr-jun,0,13.5,-29.5,47,5230012
striped-marlin,apr-jun,0,168.5,-29.5,81,5230168
striped-marlin,apr-jun,0,169.5,-29.5,81,5229169
striped-marlin,apr-jun,0,171.5,-29.5,81,5230171
striped-marlin,apr-jun,0,105.5,-28.5,57,5229106
striped-marlin,apr-jun,0,106.5,-28.5,57,5229106
striped-marlin,apr-jun,0,154.5,-28.5,81,5227153
striped-marlin,apr-jun,0,12.5,-27.5,47,5227012
striped-marlin,apr-jun,0,154.5,-27.5,81,5228154
striped-marlin,apr-jun,0,12.5,-26.5,47,5227012
striped-marlin,apr-jun,0,-164.5,-25.5,81,5326163
striped-marlin,apr-jun,0,73.5,-25.5,51,5226072
striped-marlin,apr-jun,0,74.5,-25.5,51,5226075
striped-marlin,apr-jun,0,-164.5,-24.5,81,5325163
striped-marlin,apr-jun,0,-163.5,-24.5,81,5325162
striped-marlin,apr-jun,0,73.5,-24.5,51,5225072
striped-marlin,apr-jun,0,154.5,-23.5,71,5224154
striped-marlin,apr-jun,0,104.5,-19.5,57,5220105
striped-marlin,apr-jun,0,115.5,-19.5,57,5220114
striped-marlin,apr-jun,0,116.5,-19.5,57,5220115
striped-marlin,apr-jun,0,120.5,-19.5,57,5220120
striped-marlin,apr-jun,0,114.5,-18.5,57,5219113
striped-marlin,apr-jun,0,115.5,-18.5,57,5219114
striped-marlin,apr-jun,0,-154.5,-17.5,77,5318153
striped-marlin,apr-jun,0,-152.5,-17.5,77,5318151
striped-marlin,apr-jun,3,117.5,-17.5,57,5218118
striped-marlin,apr-jun,0,118.5,-17.5,57,5218117
striped-marlin,apr-jun,0,-156.5,-16.5,77,5317155
striped-marlin,apr-jun,0,-154.5,-16.5,77,5317153
striped-marlin,apr-jun,0,-152.5,-16.5,77,5317151
striped-marlin,apr-jun,0,104.5,-16.5,57,5216103
striped-marlin,apr-jun,0,115.5,-16.5,57,5215116
striped-marlin,apr-jun,0,116.5,-16.5,57,5217116
striped-marlin,apr-jun,0,117.5,-16.5,57,5217118
striped-marlin,apr-jun,0,118.5,-16.5,57,5217118
striped-marlin,apr-jun,0,-155.5,-15.5,77,5314156
striped-marlin,apr-jun,0,-153.5,-15.5,77,5316153
striped-marlin,apr-jun,0,114.5,-15.5,57,5216115
striped-marlin,apr-jun,0,116.5,-15.5,57,5216117
striped-marlin,apr-jun,1,117.5,-15.5,57,5216118
striped-marlin,apr-jun,0,118.5,-15.5,57,5215117
striped-marlin,apr-jun,0,120.5,-15.5,57,5216121
striped-marlin,apr-jun,0,-178.5,-14.5,71,5315178
striped-marlin,apr-jun,0,86.5,-14.5,57,5215085
striped-marlin,apr-jun,0,87.5,-14.5,57,5215087
striped-marlin,apr-jun,0,110.5,-14.5,57,5214110
striped-marlin,apr-jun,0,112.5,-14.5,57,5213111
striped-marlin,apr-jun,0,113.5,-14.5,57,5215112
striped-marlin,apr-jun,0,114.5,-14.5,57,5215114
striped-marlin,apr-jun,1,115.5,-14.5,57,5215115
striped-marlin,apr-jun,0,116.5,-14.5,57,5215116
