species,season,abundance,longitude,latitude,FAO_Major_Fishing_Areas,FAO_CWP_Code
blue-marlin,oct-dec,0,-59.5,-49.5,41,5350060
blue-marlin,oct-dec,0,-53.5,-49.5,41,5350054
blue-marlin,oct-dec,0,-65.5,-48.5,41,5349065
blue-marlin,oct-dec,0,-62.5,-48.5,41,5349063
blue-marlin,oct-dec,0,-53.5,-48.5,41,5349054
blue-marlin,oct-dec,0,-65.5,-47.5,41,5348066
blue-marlin,oct-dec,0,-54.5,-47.5,41,5348053
blue-marlin,oct-dec,0,-50.5,-47.5,41,5348051
blue-marlin,oct-dec,0,-66.5,-46.5,41,5347066
blue-marlin,oct-dec,0,-65.5,-45.5,41,5346064
blue-marlin,oct-dec,0,-51.5,-45.5,41,5346050
blue-marlin,oct-dec,0,-50.5,-45.5,41,5346050
blue-marlin,oct-dec,0,-49.5,-45.5,41,5346050
blue-marlin,oct-dec,0,-65.5,-44.5,41,5344066
blue-marlin,oct-dec,0,-63.5,-43.5,41,5344062
blue-marlin,oct-dec,0,-46.5,-43.5,41,5343045
blue-marlin,oct-dec,0,92.5,-43.5,57,5244091
blue-marlin,oct-dec,0,-62.5,-42.5,41,5343061
blue-marlin,oct-dec,0,9.5,-41.5,47,5241010
blue-marlin,oct-dec,0,18.5,-41.5,47,5242017
blue-marlin,oct-dec,0,-46.5,-40.5,41,5341047
blue-marlin,oct-dec,0,-44.5,-40.5,41,5341043
blue-marlin,oct-dec,0,2.5,-40.5,47,5241001
blue-marlin,oct-dec,0,11.5,-40.5,47,5240012
blue-marlin,oct-dec,0,90.5,-40.5,57,5241089
blue-marlin,oct-dec,0,91.5,-40.5,57,5240090
blue-marlin,oct-dec,0,-109.5,-39.5,87,5340109
blue-marlin,oct-dec,0,-108.5,-39.5,87,5340107
blue-marlin,oct-dec,0,-105.5,-39.5,87,5340106
blue-marlin,oct-dec,0,-90.5,-39.5,87,5340091
blue-marlin,oct-dec,0,-88.5,-39.5,87,5338087
blue-marlin,oct-dec,0,-49.5,-39.5,41,5338048
blue-marlin,oct-dec,0,-48.5,-39.5,41,5339049
blue-marlin,oct-dec,0,-44.5,-39.5,41,5340043
blue-marlin,oct-dec,0,1.5,-39.5,47,5238002
blue-marlin,oct-dec,0,3.5,-39.5,47,5239002
blue-marlin,oct-dec,0,5.5,-39.5,47,5240006
blue-marlin,oct-dec,0,12.5,-39.5,47,5239012
blue-marlin,oct-dec,0,88.5,-39.5,57,5240089
blue-marlin,oct-dec,0,89.5,-39.5,57,5240089
blue-marlin,oct-dec,0,91.5,-39.5,57,5240090
blue-marlin,oct-dec,0,92.5,-39.5,57,5240091
blue-marlin,oct-dec,0,102.5,-39.5,57,5239102
blue-marlin,oct-dec,0,-101.5,-38.5,87,5339100
blue-marlin,oct-dec,0,-84.5,-38.5,87,5339083
blue-marlin,oct-dec,0,-1.5,-38.5,47,5339001
blue-marlin,oct-dec,0,5.5,-38.5,47,5238005
blue-marlin,oct-dec,0,15.5,-38.5,47,5239015
blue-marlin,oct-dec,0,23.5,-38.5,47,5239023
blue-marlin,oct-dec,0,86.5,-38.5,57,5239087
blue-marlin,oct-dec,0,87.5,-38.5,57,5239088
blue-marlin,oct-dec,0,88.5,-38.5,57,5239088
blue-marlin,oct-dec,0,89.5,-38.5,57,5239090
blue-marlin,oct-dec,0,90.5,-38.5,57,5239091
blue-marlin,oct-dec,0,101.5,-38.5,57,5239102
blue-marlin,oct-dec,0,-114.5,-37.5,87,5338113
blue-marlin,oct-dec,0,-101.5,-37.5,87,5338100
blue-marlin,oct-dec,0,-80.5,-37.5,87,5338079
blue-marlin,oct-dec,0,-51.5,-37.5,41,5338052
blue-marlin,oct-dec,0,-44.5,-37.5,41,5338044
blue-marlin,oct-dec,0,-4.5,-37.5,47,5337003
blue-marlin,oct-dec,0,-3.5,-37.5,47,5338002
blue-marlin,oct-dec,0,8.5,-37.5,47,5237007
blue-marlin,oct-dec,0,9.5,-37.5,47,5236010
blue-marlin,oct-dec,0,86.5,-37.5,57,5238087
blue-marlin,oct-dec,0,87.5,-37.5,57,5238088
blue-marlin,oct-dec,0,88.5,-37.5,57,5238088
blue-marlin,oct-dec,0,155.5,-37.5,81,5238154
blue-marlin,oct-dec,0,156.5,-37.5,81,5238157
blue-marlin,oct-dec,0,-116.5,-36.5,87,5337115
blue-marlin,oct-dec,0,-4.5,-36.5,47,5337005
blue-marlin,oct-dec,0,11.5,-36.5,47,5237012
blue-marlin,oct-dec,0,12.5,-36.5,47,5237012
blue-marlin,oct-dec,0,17.5,-36.5,47,5237016
blue-marlin,oct-dec,0,33.5,-36.5,51,5236032
blue-marlin,oct-dec,0,86.5,-36.5,57,5237086
blue-marlin,oct-dec,0,87.5,-36.5,57,5237087
blue-marlin,oct-dec,0,89.5,-36.5,57,5236088
blue-marlin,oct-dec,0,90.5,-36.5,57,5237091
blue-marlin,oct-dec,0,91.5,-36.5,57,5236091
blue-marlin,oct-dec,0,96.5,-36.5,57,5237095
blue-marlin,oct-dec,0,97.5,-36.5,57,5237097
blue-marlin,oct-dec,0,98.5,-36.5,57,5237097
blue-marlin,oct-dec,0,157.5,-36.5,81,5237158
blue-marlin,oct-dec,0,-118.5,-35.5,87,5336117
blue-marlin,oct-dec,0,-94.5,-35.5,87,5336093
blue-marlin,oct-dec,0,-44.5,-35.5,41,5335045
blue-marlin,oct-dec,0,-6.5,-35.5,47,5335007
blue-marlin,oct-dec,0,14.5,-35.5,47,5236013
blue-marlin,oct-dec,0,15.5,-35.5,47,5236015
blue-marlin,oct-dec,0,83.5,-35.5,57,5236083
blue-marlin,oct-dec,0,84.5,-35.5,57,5236083
blue-marlin,oct-dec,0,86.5,-35.5,57,5236086
blue-marlin,oct-dec,0,89.5,-35.5,57,5234090
blue-marlin,oct-dec,0,152.5,-35.5,81,5236151
blue-marlin,oct-dec,0,153.5,-35.5,81,5236154
blue-marlin,oct-dec,0,156.5,-35.5,81,5236156
blue-marlin,oct-dec,0,157.5,-35.5,81,5236156
blue-marlin,oct-dec,0,-101.5,-34.5,87,5334101
blue-marlin,oct-dec,0,-99.5,-34.5,87,5335099
blue-marlin,oct-dec,0,-44.5,-34.5,41,5333043
blue-marlin,oct-dec,0,-41.5,-34.5,41,5333040
blue-marlin,oct-dec,0,-40.5,-34.5,41,5333039
blue-marlin,oct-dec,0,-39.5,-34.5,41,5333038
blue-marlin,oct-dec,0,-10.5,-34.5,47,5335011
blue-marlin,oct-dec,0,-8.5,-34.5,47,5335008
blue-marlin,oct-dec,0,8.5,-34.5,47,5234009
blue-marlin,oct-dec,0,17.5,-34.5,47,5235017
blue-marlin,oct-dec,0,18.5,-34.5,47,5235019
blue-marlin,oct-dec,0,22.5,-34.5,47,5234022
blue-marlin,oct-dec,0,23.5,-34.5,47,5234022
blue-marlin,oct-dec,0,32.5,-34.5,51,5235033
blue-marlin,oct-dec,0,85.5,-34.5,57,5235084
blue-marlin,oct-dec,0,87.5,-34.5,57,5235088
blue-marlin,oct-dec,0,94.5,-34.5,57,5235094
blue-marlin,oct-dec,0,152.5,-34.5,81,5235151
blue-marlin,oct-dec,0,153.5,-34.5,81,5235152
